Age,Income,Credit_Score,Loan_Amount,Approved
59,113769.89,390.08,11522.54,0
24,101576.29,332.53,3412.61,0
39,93159.08,709.9,15862.17,1
18,116951.7,794.28,22296.93,1
21,55327.63,436.94,37447.42,0
57,60355.66,650.5,30783.21,1
40,59637.8,799.03,10707.83,1
56,51648.76,472.9,37692.75,0
61,51069.61,312.25,10617.35,0
46,76757.17,553.11,30117.77,0
25,90902.57,505.96,40264.4,0
37,94026.16,390.86,16441.11,0
45,71141.21,318.81,24126.12,0
25,46109.86,575.68,34215.2,0
58,89178.75,800.56,45226.66,1
18,103704.34,314.75,38987.72,0
63,66347.32,467.65,5548.9,0
47,30207.34,491.75,7377.17,0
62,73209.33,300.35,4910.35,0
44,88225.53,665.72,47286.55,1
57,84794.82,533.73,21973.57,0
34,103503.05,753.02,30569.52,1
53,60616.13,357.43,47797.22,0
22,27294.21,527.04,49843.35,0
54,37575.57,430.47,45476.33,0
43,27609.88,707.5,35221.34,0
60,84708.28,722.35,5360.99,1
53,42785.04,335.88,35526.84,0
22,69506.89,829.77,5147.62,1
51,59073.03,843.71,28187.19,1
56,43864.32,560.63,12036.06,0
26,96833.34,796.66,2078.54,1
51,108410.53,616.45,14178.04,1
58,95881.92,830.8,14961.46,1
58,63586.61,775.99,31261.34,1
50,41203.98,645.36,32456.24,1
53,44186.99,328.84,13443.72,0
25,35248.03,646.34,44847.46,1
44,106419.87,723.33,21852.6,1
50,86850.94,568.67,9809.84,0
42,100477.15,646.06,35084.17,1
30,32707.47,555.64,35255.19,0
55,110630.46,442.26,40289.28,0
30,44318.53,517.3,48074.86,0
31,98514.38,372.12,35607.97,0
32,107638.54,589.72,44355.05,0
57,97734.85,643.24,33686.87,1
59,113376.75,801.57,27044.44,1
34,31167.49,649.51,46240.84,1
58,85907.83,830.37,1573.25,1
26,36953.52,700.53,12133.22,1
25,85592.6,840.81,49883.05,1
58,35074.38,684.87,3403.52,1
34,76797.62,529.33,9286.82,0
56,46265.38,601.82,21340.56,1
54,101312.13,673.99,10069.7,1
49,20727.12,590.04,4217.98,0
55,34300.91,423.08,36880.85,0
30,62139.47,543.05,48925.9,0
27,50928.99,649.26,36167.12,1
26,59279.64,384.85,13208.7,0
63,41466.13,339.03,34166.38,0
48,118538.76,513.89,28809.31,0
48,111264.12,649.64,33735.59,1
18,112808.53,839.21,17077.28,1
56,21886.47,748.43,7241.51,0
34,82597.23,729.76,28145.12,1
21,72104.18,680.74,12549.06,1
49,49184.53,495.5,49250.08,0
54,26909.2,546.51,45987.51,0
60,94725.8,570.93,21422.2,0
37,68413.23,522.9,19535.9,0
34,76732.37,620.96,2000.51,1
24,50508.82,420.15,11814.33,0
31,44917.97,441.53,17489.62,0
32,29448.48,823.41,36964.54,0
52,64537.63,745.71,36681.1,1
51,77979.49,727.81,28686.85,1
18,67413.83,443.86,17988.6,0
58,21950.19,746.71,28175.87,0
54,82899.46,370.51,34145.15,0
30,77794.55,710.73,8875.61,1
47,73628.76,619.81,9091.56,1
43,102975.27,538.27,27072.44,0
49,89926.85,757.59,27342.24,1
60,54465.49,472.91,48575.56,0
25,59861.27,788.74,24319.88,1
45,50322.99,501.03,22649.53,0
60,30382.92,768.68,39860.18,1
18,31873.86,743.37,48386.18,1
41,55058.84,406.35,20841.84,0
22,37586.25,841.74,31529.27,1
23,94936.25,691.77,33425.67,1
65,52085.94,467.86,27251.42,0
26,21857.43,366.6,16208.27,0
18,32036.19,550.09,5190.11,0
44,42679.49,742.24,32859.42,1
27,25288.49,347.44,14345.51,0
34,111247.25,702.08,3832.81,1
55,119623.45,358.25,14234.65,0
42,27330.98,676.84,9921.32,0
47,102480.46,809.63,19155.06,1
35,31131.74,392.38,32006.01,0
45,66435.26,458.91,3321.17,0
63,53360.12,556.1,41516.32,0
57,110647.31,556.9,40233.18,0
21,98115.93,355.07,17242.78,0
31,88784.59,738.22,25052.13,1
55,22341.4,418.2,31784.98,0
59,24966.27,761.32,20819.89,0
57,116700.89,578.02,22715.07,0
22,119641.76,561.81,47761.41,0
31,113223.25,461.56,2892.7,0
38,119662.56,767.62,17825.44,1
54,69548.76,482.49,10967.04,0
25,73185.36,355.15,5657.42,0
61,99369.66,777.23,38107.66,1
39,104186.6,310.76,14016.97,0
55,82371.95,810.37,14205.09,1
21,85186.3,355.23,40882.63,0
28,79947.26,604.41,38184.23,1
53,82964.11,609.06,14195.31,1
45,39653.74,464.09,38151.81,0
31,83928.97,440.87,4693.58,0
52,38988.88,486.97,14517.9,0
49,108829.92,662.56,20910.71,1
56,82122.52,333.3,31477.93,0
22,58463.84,848.11,9776.1,1
57,26731.07,730.57,20534.78,0
60,80509.91,489.85,43977.15,0
64,61464.4,814.45,20534.72,1
18,94991.99,691.93,28787.06,1
41,57476.79,565.36,30611.58,0
65,57136.76,680.2,15104.94,1
43,98508.59,728.66,16042.61,1
43,104450.87,554.8,18080.86,0
24,48788.15,697.1,28200.99,1
50,41335.14,532.23,2941.92,0
29,40533.72,786.64,37013.74,1
59,98024.56,384.44,2906.15,0
41,101144.67,539.39,46503.23,0
62,83767.37,628.26,22758.13,1
62,77830.29,757.63,30465.33,1
40,99296.72,574.53,36471.44,0
59,80037.69,354.77,35687.26,0
20,48969.76,651.55,17608.32,1
42,78082.22,776.94,4321.1,1
51,22761.14,400.95,34281.43,0
19,84577.28,840.38,11639.73,1
37,30215.55,584.82,33662.27,0
36,39784.69,442.48,35425.01,0
20,30233.91,686.53,9752.6,1
44,71329.73,447.02,22673.78,0
53,119608.62,794.17,43640.58,1
61,33810.18,577.28,6669.84,0
44,82066.94,596.5,35517.04,0
52,57556.08,694.94,21717.2,1
58,64667.76,627.9,37238.73,1
27,81473.61,769.57,3530.26,1
22,37899.46,814.19,4296.59,1
44,114218.51,338.39,23533.1,0
21,118627.98,311.84,10897.09,0
55,27771.22,415.32,9928.99,0
23,39320.77,454.83,45852.69,0
33,114581.36,753.5,3111.23,1
55,20126.24,522.5,10924.83,0
26,112673.41,488.89,47751.75,0
27,82197.75,605.19,37342.16,1
38,117453.89,581.39,32620.03,0
30,25593.21,587.53,19813.11,0
55,40765.79,783.92,19904.16,1
63,73799.24,457.99,26498.58,0
64,61526.49,411.28,2666.05,0
52,114824.32,802.66,3313.13,1
38,45053.99,544.91,38013.2,0
43,39204.98,377.32,42840.57,0
42,36573.31,420.74,19508.34,0
34,28244.5,588.13,1787.52,0
40,116850.9,751.03,44028.83,1
65,36648.39,511.05,19424.76,0
58,24872.95,669.21,42030.76,0
32,49963.65,711.75,45931.18,1
44,116399.28,416.0,2144.86,0
55,32555.99,402.71,20910.44,0
55,74103.78,433.12,17204.53,0
25,52214.3,490.22,12860.38,0
26,106899.95,319.43,49907.31,0
45,108754.75,685.83,25783.81,1
59,66265.46,581.81,2110.97,0
57,74139.99,672.74,22575.79,1
44,33519.08,312.84,31633.99,0
54,44441.54,384.62,12506.33,0
22,80755.61,377.9,28017.5,0
55,84201.48,836.85,4331.41,1
59,75350.7,703.87,38616.46,1
47,58735.59,348.24,3516.92,0
23,51497.64,691.46,18651.93,1
59,83757.49,685.26,13767.97,1
52,57026.73,534.89,44088.9,0
62,24267.53,321.94,35801.79,0
29,87150.0,466.06,10743.01,0
59,66438.99,514.71,34150.08,0
19,63676.05,783.14,22228.75,1
58,116896.02,324.17,30850.44,0
38,58268.37,629.66,37236.24,1
21,86361.86,543.34,49965.22,0
44,85572.14,682.34,9322.77,1
57,36419.79,522.55,8231.91,0
44,107843.18,525.81,11828.32,0
39,93524.75,499.93,12839.51,0
27,33409.04,661.25,18639.33,1
50,62534.63,359.59,2020.9,0
49,75943.15,401.39,49633.66,0
62,36796.98,789.88,49966.31,1
24,111224.02,618.32,44271.02,1
33,29385.39,600.0,12484.05,0
42,78854.03,773.74,37586.69,1
50,51044.39,517.41,7757.92,0
51,112489.48,497.59,10891.77,0
62,60355.11,740.29,35863.25,1
58,39520.69,363.05,13404.52,0
61,95394.56,388.68,44662.75,0
51,37206.44,503.6,8230.19,0
46,47232.41,496.59,29962.45,0
57,77215.61,361.21,42760.96,0
63,82868.54,491.57,27595.47,0
41,85139.26,578.21,36040.32,0
42,59097.49,540.39,38337.41,0
65,106707.23,408.89,1822.75,0
31,42157.76,380.28,6150.36,0
50,80015.3,323.24,26734.45,0
21,75935.9,801.45,11083.96,1
57,89231.79,811.98,10719.2,1
23,24088.12,475.28,31512.45,0
50,79380.23,828.66,6166.62,1
35,82224.76,692.52,14316.18,1
20,75778.21,605.7,10326.08,1
53,59405.97,401.97,39272.58,0
59,48961.95,336.15,42618.42,0
22,119312.06,519.21,48067.39,0
26,106610.12,837.67,1787.1,1
48,102141.14,455.67,45706.6,0
45,51104.08,701.79,42253.91,1
32,92307.96,713.35,35759.75,1
56,95986.97,404.57,10034.46,0
64,36413.5,341.42,4068.46,0
40,42048.0,629.79,24923.13,1
18,91398.06,326.0,42782.2,0
57,34715.35,786.19,3203.96,1
32,24482.55,429.12,3889.0,0
35,111610.21,392.16,24898.73,0
18,115556.37,487.74,3129.58,0
29,69333.38,477.59,10084.7,0
59,60690.64,622.16,6446.84,1
30,52706.79,651.83,7173.23,1
44,93531.82,478.05,49459.72,0
27,58151.15,691.08,6559.98,1
45,46486.54,354.21,42654.22,0
56,106250.27,708.4,31612.03,1
31,77171.05,489.95,20471.82,0
56,72752.78,435.49,23881.38,0
49,50144.98,439.1,45032.92,0
24,25603.52,649.22,28239.32,0
39,60239.06,405.07,41240.59,0
39,117981.64,409.1,33154.98,0
59,93330.54,566.38,11382.43,0
19,28255.66,365.35,25095.08,0
31,56421.36,631.18,35634.99,1
30,101231.44,377.7,3962.16,0
18,109246.03,828.23,8519.63,1
36,44722.3,659.65,38196.33,1
27,53050.35,783.27,1369.98,1
25,99043.66,600.48,7733.88,1
35,103246.85,812.44,11225.46,1
25,85739.52,615.59,21731.09,1
33,30318.03,500.1,22130.24,0
22,100255.38,312.68,20041.36,0
29,43205.33,798.46,1879.32,1
65,64150.68,625.79,30840.46,1
23,66119.15,314.8,9748.32,0
36,39743.13,502.17,47023.46,0
27,55602.8,675.85,26680.55,1
45,54018.83,646.72,34063.9,1
59,90151.68,347.95,16819.78,0
27,65009.31,327.07,5796.39,0
33,33003.18,725.46,19778.36,1
30,30771.18,501.08,22384.32,0
61,97561.22,681.46,36326.63,1
35,109439.93,568.52,7789.24,0
50,95676.87,837.92,24713.15,1
47,35228.31,806.03,34677.28,1
54,76289.36,848.51,32168.61,1
43,41433.94,601.66,41126.74,1
38,84515.7,624.99,41855.22,1
57,25810.88,703.92,31606.59,0
54,116383.94,532.06,11343.19,0
38,99511.56,542.49,45126.95,0
41,26076.7,663.91,10898.42,0
32,87583.85,781.0,45498.19,1
60,105203.27,710.86,21206.68,1
63,62929.87,722.97,30186.23,1
33,114661.26,805.35,1023.5,1
52,53734.54,735.3,32998.59,1
51,29992.77,802.12,5423.71,0
51,104539.77,635.78,26793.95,1
45,63315.32,812.85,40617.61,1
55,110536.5,783.22,30719.27,1
54,109967.25,710.01,4553.01,1
28,23542.57,531.31,10005.52,0
27,75448.22,766.03,42165.94,1
22,96555.76,582.06,43773.68,0
37,70136.57,516.51,7168.82,0
22,71977.22,508.07,19677.13,0
25,46367.84,515.06,16172.75,0
34,32004.0,511.11,31854.8,0
58,116147.43,406.61,44252.51,0
61,25497.87,420.99,2627.3,0
22,92853.74,722.76,33024.82,1
29,83955.78,524.27,10740.39,0
34,77059.56,774.44,1812.23,1
25,64263.97,310.79,47651.76,0
57,119254.63,551.45,19362.2,0
45,116076.57,619.21,25913.6,1
46,98802.65,441.75,24651.42,0
60,90889.26,453.93,35614.86,0
62,28380.84,531.48,37711.0,0
38,52371.11,625.83,23748.86,1
44,26478.21,801.86,3839.11,0
25,46849.6,381.16,32786.02,0
63,28356.77,723.4,41457.37,0
39,88175.24,360.34,41368.23,0
36,21699.64,643.79,37167.45,0
47,100961.78,423.23,17690.95,0
47,43089.76,409.37,16854.53,0
18,115140.11,801.54,11212.0,1
34,38366.34,518.94,23647.3,0
18,72312.33,407.0,18185.46,0
57,64057.34,355.04,33934.1,0
58,93134.55,463.98,40495.59,0
21,67022.59,704.36,49170.75,1
65,34817.06,740.58,23191.6,1
46,99922.19,622.76,31174.67,1
47,24596.77,517.19,21133.22,0
32,81515.97,434.15,18277.8,0
62,73600.72,747.17,3102.96,1
60,80204.27,637.01,1955.14,1
40,68552.16,577.5,22817.41,0
19,69329.31,849.74,48375.6,1
57,34707.77,372.56,11248.73,0
32,36007.76,627.13,45758.95,1
58,116622.29,739.23,17506.88,1
53,90245.94,489.69,20335.18,0
64,53137.85,802.48,18112.22,1
19,58064.21,495.38,29432.01,0
34,83399.75,309.42,32640.01,0
32,29013.94,484.32,32537.88,0
55,83298.07,338.44,16459.89,0
33,37898.98,578.81,41341.3,0
40,83276.08,761.82,38352.5,1
29,90974.87,422.03,2328.32,0
35,99879.02,668.75,47273.25,1
40,63436.03,394.26,8446.13,0
41,116459.91,479.14,26987.27,0
60,99423.0,335.65,33527.13,0
53,96710.07,432.26,4397.56,0
30,116194.18,833.28,28161.57,1
39,117465.81,735.92,35746.98,1
64,27322.25,537.5,30159.46,0
21,58286.88,369.4,27602.77,0
19,26186.42,501.77,20381.54,0
32,105926.71,563.58,35977.13,0
22,105628.28,372.47,8104.23,0
61,26698.77,516.39,3058.85,0
43,66928.63,331.19,5515.27,0
58,116390.03,352.25,42615.61,0
49,79674.2,531.1,34780.11,0
47,71965.99,471.27,35133.04,0
46,107994.84,764.01,47703.79,1
37,24114.96,593.24,25405.13,0
42,36133.94,721.35,40943.69,1
18,111504.43,804.82,27244.52,1
54,78581.77,653.6,40639.81,1
57,24468.42,330.64,46552.29,0
37,117965.81,752.54,29533.7,1
41,98139.32,314.87,10984.05,0
61,68781.51,670.23,31748.58,1
29,23375.06,418.03,28553.11,0
60,95599.77,782.15,4967.52,1
33,116041.78,829.36,6506.04,1
49,109996.88,545.2,13536.21,0
31,72880.44,381.81,5886.14,0
28,105496.31,551.05,16821.65,0
65,66019.08,565.73,47758.26,0
56,58412.91,503.45,13915.75,0
61,89794.67,379.02,32172.84,0
29,65572.22,334.27,33828.08,0
65,69709.4,679.36,12616.59,1
60,37507.54,665.43,49139.71,1
60,86911.87,675.94,39761.68,1
18,109479.81,733.3,15525.25,1
41,87442.88,301.2,10958.13,0
64,73963.45,691.57,11894.13,1
42,111701.41,481.56,37769.18,0
34,26455.55,394.21,18159.4,0
48,77603.46,727.29,33759.52,1
50,41982.97,333.26,48126.65,0
29,110687.71,718.25,35957.67,1
56,92591.49,353.28,39861.52,0
47,64827.26,546.55,21239.2,0
50,49791.16,848.15,40178.22,1
20,27832.55,800.31,49728.44,0
59,107525.02,709.82,19091.62,1
33,68081.46,330.88,7210.18,0
30,46593.04,710.3,33297.92,1
28,32762.75,351.87,20403.48,0
59,104417.55,629.9,13011.06,1
22,118826.08,576.5,2945.36,0
62,25428.95,399.39,12987.32,0
41,34277.38,662.43,17407.44,1
27,84864.26,747.93,35215.55,1
21,43533.21,537.71,5205.36,0
62,89811.7,745.34,44334.21,1
30,31675.87,702.53,4479.63,1
33,33986.86,477.02,9600.87,0
56,24729.01,404.58,14763.19,0
58,32235.96,570.95,6549.95,0
36,97047.39,685.2,36035.41,1
26,72535.38,403.31,49240.49,0
20,104047.7,754.61,11136.62,1
36,79139.82,384.14,20332.16,0
41,58085.87,353.73,24922.76,0
27,43425.15,355.85,49906.67,0
63,47865.3,836.59,30528.34,1
48,57630.57,462.85,38551.34,0
62,103080.75,795.61,39729.66,1
29,23910.3,702.73,40839.14,0
21,82808.99,383.14,45788.81,0
20,106598.16,333.22,46919.23,0
40,27037.68,452.76,37541.96,0
60,40295.81,411.19,13153.71,0
59,47042.37,484.56,38856.28,0
48,27372.77,770.63,20099.88,0
30,80190.53,391.12,3742.27,0
59,26432.84,371.78,22762.73,0
45,94881.37,608.08,24023.29,1
46,102799.04,566.15,45081.49,0
18,72370.04,691.22,26023.94,1
54,87825.43,503.81,11446.67,0
53,37977.38,839.96,10727.95,1
61,100166.46,420.63,29221.48,0
39,59153.83,838.88,11194.79,1
40,110784.49,833.11,9269.44,1
51,38651.15,533.22,25753.89,0
45,89623.0,612.48,39919.62,1
38,112904.93,587.2,20574.79,0
59,36087.49,574.21,3255.14,0
63,35974.84,476.63,39901.82,0
26,86371.78,307.89,7778.65,0
27,59465.38,316.96,11946.97,0
30,23439.17,758.91,45776.96,0
56,84149.01,732.31,45398.72,1
53,73036.16,552.73,32527.5,0
55,116234.55,354.21,29634.91,0
60,93934.06,608.79,43182.61,1
18,106291.92,635.11,14545.66,1
52,105788.35,411.83,3636.19,0
63,32998.2,633.73,13541.62,1
25,49368.89,581.31,5512.12,0
44,62828.82,768.39,23665.28,1
24,20768.1,437.95,7811.03,0
24,41731.61,781.12,48839.1,1
43,74736.17,555.97,43453.37,0
44,32350.07,585.35,42059.46,0
35,82698.61,657.98,39592.92,1
29,102029.33,715.83,14315.38,1
20,94495.58,696.44,6051.46,1
51,55848.71,733.92,49724.52,1
38,69261.27,433.81,28153.58,0
60,26871.73,448.05,7092.5,0
65,66680.26,767.96,49464.17,1
51,48728.98,531.95,11722.0,0
47,65705.09,715.28,39284.28,1
52,104037.67,652.56,37175.66,1
19,98490.17,344.42,48472.23,0
20,46647.69,718.27,1915.12,1
30,55513.01,692.54,12928.19,1
58,90191.22,841.32,33022.95,1
19,25074.85,564.15,41510.59,0
27,87192.08,504.83,49020.9,0
42,89670.91,328.16,13557.34,0
27,68270.09,731.61,35394.73,1
55,26339.52,761.45,23683.94,0
54,59957.94,303.79,40867.72,0
35,34080.04,365.36,25062.89,0
33,115209.26,335.76,2485.44,0
49,63839.06,692.17,9201.23,1
57,29638.08,552.51,10450.3,0
33,44997.06,631.1,35056.04,1
46,116987.8,697.34,24578.86,1
49,78628.73,773.16,49332.99,1
40,95764.77,349.38,1217.91,0
54,20203.05,612.22,49675.97,0
27,43868.66,480.49,28511.65,0
31,119726.44,414.81,35567.47,0
21,52676.13,825.24,38992.42,1
43,98248.51,517.22,10019.37,0
30,79434.3,839.48,18262.91,1
18,65875.36,516.27,11061.85,0
50,114756.64,469.74,24946.81,0
63,32594.77,359.22,11581.77,0
25,92055.79,694.69,18227.7,1
23,105705.6,675.68,12826.11,1
40,97386.51,574.24,25871.04,0
65,61923.43,649.37,28887.48,1
26,61339.06,802.99,16010.88,1
52,107760.31,793.81,26986.16,1
59,98083.38,571.14,33169.86,0
21,83554.69,631.34,49611.74,1
22,35401.06,472.0,22142.16,0
29,31165.9,788.49,42681.01,1
54,29173.81,462.39,33824.81,0
20,115107.38,340.68,35367.86,0
59,21038.48,631.73,3035.73,0
39,51599.88,304.04,29119.11,0
49,31090.64,687.0,1573.63,1
32,110582.85,570.33,14995.62,0
59,95290.17,552.82,2816.52,0
46,109826.56,680.27,19330.47,1
57,86226.22,745.26,42371.26,1
37,83356.57,394.05,13964.73,0
27,105858.25,384.98,46139.86,0
61,82707.57,439.71,7324.5,0
29,49289.27,609.95,46009.1,1
33,114029.25,405.93,32614.88,0
48,103752.6,417.71,37861.45,0
23,29255.88,794.35,17690.27,0
51,86722.2,325.16,42430.77,0
53,91125.19,466.83,13170.15,0
37,37563.28,683.89,18966.79,1
46,76405.83,364.95,46514.48,0
50,109422.71,515.84,43539.43,0
65,37622.17,335.76,14631.62,0
46,106317.9,616.61,40275.39,1
23,110215.3,804.18,4656.93,1
59,105959.24,744.67,38788.57,1
54,67389.66,510.21,31735.06,0
52,38688.48,673.09,49035.44,1
61,71429.94,486.36,22271.35,0
43,93296.47,804.56,8889.99,1
26,71192.91,388.37,8155.88,0
62,118357.39,812.19,27499.14,1
37,25015.06,411.07,16598.02,0
56,47766.3,530.42,11062.45,0
62,58413.14,842.08,13875.85,1
54,103117.47,555.47,37309.48,0
40,86698.51,740.4,36160.3,1
54,30746.82,469.68,21087.28,0
49,60557.16,785.33,39538.28,1
41,65295.05,765.19,11353.4,1
23,110875.91,769.95,7878.44,1
65,50875.27,813.2,28367.65,1
50,22638.65,720.35,3736.58,0
18,67620.0,827.53,21850.19,1
58,65832.46,374.51,39161.73,0
18,95505.6,825.91,41012.15,1
54,114026.71,453.88,27220.65,0
48,114861.37,662.51,30793.12,1
51,32867.77,535.76,48964.91,0
39,39943.77,367.05,49841.86,0
26,107520.78,558.63,16127.01,0
19,29541.84,695.61,28534.13,0
60,43808.63,783.02,22280.47,1
39,71952.46,768.43,14322.05,1
32,115312.97,500.09,6237.28,0
65,115462.44,716.49,22869.38,1
63,63456.11,664.72,7983.61,1
54,23274.47,634.56,33153.43,0
19,89943.17,835.77,47113.65,1
59,105420.38,525.17,7481.65,0
63,92972.89,665.23,12606.93,1
64,26827.22,456.17,46003.27,0
57,114292.74,771.83,41753.91,1
36,109834.83,674.27,36489.15,1
57,88717.43,523.73,20633.17,0
21,57115.25,814.01,23477.55,1
50,105552.12,811.21,42510.74,1
59,93632.6,655.32,20214.42,1
25,85350.86,761.33,9882.81,1
31,67838.48,829.96,19497.59,1
65,42532.2,352.74,30167.33,0
24,84086.44,622.94,32947.98,1
48,96647.65,833.1,15580.59,1
32,29237.84,645.35,20805.84,0
54,86796.68,494.84,6476.94,0
35,36517.91,702.84,35271.69,1
52,71461.14,479.91,23205.28,0
36,59176.18,805.22,35294.42,1
32,86485.89,660.35,34318.61,1
25,48563.63,641.37,33276.24,1
46,93436.35,822.84,4271.38,1
24,84252.47,694.0,14498.94,1
26,103763.06,796.37,20774.64,1
35,75662.39,642.92,29979.5,1
53,75693.57,376.14,30878.75,0
50,109269.23,669.5,5565.63,1
19,26838.53,787.4,34797.28,0
52,37418.89,437.59,48947.77,0
19,23524.06,457.41,4619.71,0
33,86963.6,416.02,7277.0,0
45,85038.64,632.17,36661.88,1
58,23393.05,428.6,15959.85,0
21,78898.24,463.61,22165.69,0
50,69669.34,515.02,44007.67,0
27,100490.74,836.26,29618.21,1
42,80370.56,568.56,45282.66,0
55,57958.7,657.54,42059.75,1
53,61205.75,450.94,5543.9,0
33,44963.5,397.33,40085.02,0
21,54095.44,454.91,39322.64,0
31,85643.46,574.73,39446.39,0
33,58226.46,434.56,23517.73,0
35,24927.73,604.34,4171.18,0
42,91904.45,667.91,41593.32,1
54,110810.72,825.75,7993.22,1
65,83963.04,621.88,24978.57,1
20,34790.5,712.92,49457.15,1
28,63993.66,551.84,11320.55,0
29,108628.04,336.67,9829.2,0
20,42580.81,771.63,42701.1,1
56,62398.77,532.41,10129.12,0
40,65154.89,427.19,36995.34,0
22,21873.18,305.97,2417.79,0
18,107995.28,647.84,1038.29,1
38,104752.04,391.18,46554.75,0
51,23829.16,300.03,6432.32,0
42,22000.98,577.84,49798.33,0
31,41965.85,791.05,26937.39,1
38,36796.84,788.65,13460.75,1
45,108318.47,351.55,45482.3,0
28,28411.72,369.98,36413.49,0
48,78599.88,516.36,38722.99,0
60,86782.9,317.59,15054.79,0
19,111237.17,795.13,14959.26,1
32,106518.14,350.62,28753.26,0
36,55841.93,346.35,34719.81,0
25,30465.34,772.71,12268.69,1
45,104727.34,347.16,38569.45,0
61,24261.13,566.4,42781.23,0
56,73258.93,529.18,5310.94,0
24,110451.42,681.22,44343.9,1
26,86593.27,574.87,18470.77,0
50,39311.06,550.68,44449.45,0
38,63775.55,625.33,11609.06,1
29,33606.07,750.26,9378.17,1
62,117718.18,606.8,38928.84,1
60,62819.01,837.16,45684.35,1
54,21728.51,424.09,34564.52,0
35,81164.82,776.02,19736.05,1
57,102588.21,389.96,47078.66,0
64,70284.9,636.81,6417.75,1
33,89911.03,699.04,9866.08,1
45,28823.36,499.71,42783.24,0
22,110419.54,755.75,38572.63,1
64,77431.81,376.99,22585.76,0
33,24134.39,745.2,20257.61,0
46,105782.84,577.28,32600.55,0
64,105873.15,314.08,19737.06,0
40,90282.19,619.66,30355.39,1
42,113124.46,759.63,40579.87,1
37,118160.53,434.63,26278.32,0
44,40987.35,834.8,14235.41,1
32,113853.11,422.48,49918.53,0
56,25201.27,689.39,29924.22,0
64,60235.29,450.28,41866.53,0
54,49541.47,366.04,17436.07,0
42,59540.37,374.66,35695.38,0
36,62069.51,752.68,1979.05,1
26,57329.16,522.21,6566.71,0
38,96072.7,594.47,37397.32,0
38,49986.65,509.05,48635.12,0
28,86397.07,674.03,19132.17,1
37,54320.07,683.25,6214.17,1
65,41021.58,549.91,38749.16,0
42,92525.19,823.27,39809.03,1
48,50896.3,638.34,8677.88,1
53,29813.25,443.54,44749.18,0
21,87768.01,570.41,2970.67,0
47,56602.88,340.06,20923.7,0
22,51923.96,470.72,15291.15,0
18,96895.25,719.87,20351.07,1
29,66797.18,439.51,24486.29,0
52,70286.27,699.9,34964.23,1
48,119466.03,787.9,32274.26,1
54,51161.06,508.58,19454.7,0
48,61901.02,622.94,23164.67,1
51,43070.99,597.81,33122.0,0
41,87404.28,318.59,48513.04,0
42,71739.17,635.6,21851.15,1
35,31026.22,470.95,1821.61,0
44,35998.34,403.48,39851.28,0
63,36756.99,594.63,40346.67,0
40,51817.08,586.81,49818.29,0
51,53287.6,479.73,48913.7,0
65,82121.36,585.52,24558.43,0
33,94926.34,426.59,41092.64,0
56,111150.95,682.77,30605.89,1
20,73663.91,663.0,20313.9,1
46,114868.43,498.72,24344.11,0
60,79440.58,529.98,14468.98,0
38,42383.25,749.87,5936.96,1
42,79025.72,706.82,19713.42,1
45,35600.95,726.54,8347.15,1
25,63060.65,550.15,6796.65,0
65,48935.7,817.34,48949.87,1
29,31662.7,794.32,32342.81,1
50,80044.87,585.03,2538.36,0
29,35813.63,820.25,5239.17,1
43,63089.21,648.9,22552.66,1
23,117887.28,828.98,30777.16,1
45,117172.06,713.92,13020.91,1
36,73917.15,812.8,21943.66,1
48,32968.63,810.41,20664.5,1
24,80549.71,415.64,2612.18,0
24,46633.59,707.83,8053.89,1
23,111181.24,495.05,26436.06,0
60,24681.6,377.08,25181.65,0
43,69295.02,594.7,12392.01,0
40,45340.64,616.18,1621.76,1
30,80966.95,623.06,28252.25,1
48,78125.21,585.74,31128.38,0
58,49477.72,437.78,30124.83,0
53,89813.64,467.95,8945.94,0
51,95815.18,821.38,38876.37,1
18,77006.79,358.23,30905.71,0
61,30906.64,790.76,18891.06,1
35,51026.36,470.61,48308.29,0
44,39788.04,539.88,34268.69,0
47,33417.69,372.83,9331.63,0
58,55634.52,763.56,42287.49,1
50,62417.38,807.72,9911.05,1
63,102963.12,643.48,22091.72,1
31,38189.94,336.06,16152.9,0
26,50623.22,786.47,7767.2,1
24,27758.34,806.0,44152.28,0
35,53107.3,387.44,43284.73,0
42,116404.73,311.46,29379.11,0
36,37461.65,526.4,28250.21,0
50,73248.66,651.17,30796.15,1
33,95724.19,705.9,18589.1,1
65,77504.45,506.24,11353.08,0
64,28591.87,555.44,29894.79,0
46,81307.77,846.38,43572.15,1
21,51341.1,491.88,46258.79,0
64,32120.97,382.6,26375.09,0
64,20782.97,776.67,41119.6,0
33,85110.38,821.11,12439.82,1
62,81138.43,470.01,23813.85,0
25,51303.59,303.98,20740.84,0
32,119488.64,309.01,32191.93,0
63,73227.63,402.27,28241.99,0
32,102426.27,647.82,24575.42,1
33,74958.59,456.49,21461.34,0
52,51813.71,831.42,47269.92,1
58,76686.37,604.41,28838.42,1
59,100432.74,517.12,24114.31,0
24,43491.51,407.09,34797.72,0
29,51544.01,500.43,26452.59,0
56,117715.48,311.19,32707.97,0
51,59941.87,743.15,48158.65,1
29,25860.8,702.93,48341.62,0
62,100273.29,604.61,41066.53,1
29,20359.38,461.49,49565.0,0
64,27248.2,443.24,4193.47,0
33,41517.44,305.66,2240.68,0
23,92850.82,728.69,40917.69,1
27,35926.66,488.92,44705.72,0
